Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
HDRAU,Hydra Industries Acquisition Corp.,11.71,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hdrau
HDRAW,Hydra Industries Acquisition Corp.,0.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hdraw
HYGS,Hydrogenics Corporation,4.55,$57.08M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hygs
IDSY,"I.D. Systems, Inc.",5.28,$72.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idsy
IAC,IAC/InterActiveCorp,68.24,$5.41B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iac
IKGH,Iao Kun Group Holding Company Limited,0.3409,$21.29M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ikgh
IBKC,IBERIABANK Corporation,88.75,$3.65B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibkc
IBKCO,IBERIABANK Corporation,25.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibkco
IBKCP,IBERIABANK Corporation,26.688,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibkcp
ICAD,icad inc.,3.51,$56.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icad
IEP,Icahn Enterprises L.P.,63.52,$9B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iep
ICFI,"ICF International, Inc.",59.15,$1.12B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icfi
ICHR,Ichor Holdings,9.77,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ichr
ICLR,ICON plc,76.43,$4.27B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iclr
ICON,"Iconix Brand Group, Inc.",9.8,$550.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icon
ICUI,"ICU Medical, Inc.",148.05,$2.42B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icui
IPWR,Ideal Power Inc.,3.9,$37.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipwr
INVE,"Identiv, Inc.",3.11,$34.48M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inve
IDRA,"Idera Pharmaceuticals, Inc.",1.69,$249.53M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idra
IDXX,"IDEXX Laboratories, Inc.",118.24,$10.6B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idxx
IESC,"IES Holdings, Inc.",21.25,$455.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iesc
IROQ,"IF Bancorp, Inc.",19,$75.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iroq
IRG,"Ignite Restaurant Group, Inc.",0.38,$9.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irg
RXDX,"Ignyta, Inc.",6.1,$254.08M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rxdx
INFO,IHS Markit Ltd.,35.7,$15.06B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/info
IIVI,II-VI Incorporated,31.3,$1.95B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iivi
KANG,"iKang Healthcare Group, Inc.",16.06,$1.1B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kang
IKNX,Ikonics Corporation,11.16,$22.53M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iknx
ILG,"ILG, Inc",18.65,$2.49B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ilg
ILMN,"Illumina, Inc.",123.2,$18.1B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ilmn
ISNS,"Image Sensing Systems, Inc.",3.55,$18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/isns
IMMR,Immersion Corporation,11.23,$323.81M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/immr
ICCC,ImmuCell Corporation,6.27,$30.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iccc
IMDZ,Immune Design Corp.,8.3,$210.9M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/imdz
IMNP          ,Immune Pharmaceuticals Inc.,0.208,$27.31M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/imnp
IMGN,"ImmunoGen, Inc.",1.84,$160.63M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/imgn
IMMU,"Immunomedics, Inc.",3.69,$390.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/immu
IPXL,"Impax Laboratories, Inc.",13.4,$989.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipxl
PI,"Impinj, Inc.",31.89,$599.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pi
IMMY,"Imprimis Pharmaceuticals, Inc.",2.35,$31.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/immy
INCR,"INC Research Holdings, Inc.",50.15,$2.69B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/incr
INCY,Incyte Corporation,100.63,$18.96B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/incy
INDB,Independent Bank Corp.,69.7,$1.88B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/indb
IBCP,Independent Bank Corporation,20.95,$445.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibcp
IBTX,"Independent Bank Group, Inc",64.85,$1.2B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibtx
IDSA,"Industrial Services of America, Inc.",2.55,$20.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idsa
INFN,Infinera Corporation,8.85,$1.28B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/infn
INFI,"Infinity Pharmaceuticals, Inc.",1.44,$71.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/infi
IPCC,Infinity Property and Casualty Corporation,89,$983.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipcc
III,"Information Services Group, Inc.",4.01,$143.51M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iii
IFON,InfoSonics Corp,0.4601,$6.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifon
IMKTA,"Ingles Markets, Incorporated",48.9,$990.7M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/imkta
INWK,"InnerWorkings, Inc.",9.91,$543.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inwk
INNL,Innocoll Holdings,2.47,$972.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/innl
INOD,Innodata Inc.,2.15,$55.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inod
IPHS,"Innophos Holdings, Inc.",56.84,$1.1B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iphs
IOSP,Innospec Inc.,72.25,$1.73B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iosp
ISSC,"Innovative Solutions and Support, Inc.",3.58,$60.53M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/issc
INVA,"Innoviva, Inc.",10.82,$1.18B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inva
INGN,"Inogen, Inc",65.05,$1.32B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ingn
ITEK,Inotek Pharmaceuticals Corporation,6.8,$183.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itek
INOV,"Inovalon Holdings, Inc.",15.05,$2.21B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inov
INO,"Inovio Pharmaceuticals, Inc.",7.14,$528.79M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ino
INSG,Inseego Corp.,2.69,$145.14M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/insg
NSIT,"Insight Enterprises, Inc.",38.54,$1.37B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nsit
ISIG,"Insignia Systems, Inc.",2.4,$28.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/isig
INSM,"Insmed, Inc.",12.83,$793.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/insm
IIIN,"Insteel Industries, Inc.",38.94,$738.91M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iiin
PODD,Insulet Corporation,37.61,$2.16B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/podd
INSY,"Insys Therapeutics, Inc.",9.37,$672.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/insy
NTEC,Intec Pharma Ltd.,5.15,$58.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntec
IART,Integra LifeSciences Holdings Corporation,79.12,$2.96B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iart
IDTI,"Integrated Device Technology, Inc.",24.46,$3.28B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idti
INTC,Intel Corporation,35.76,$169.47B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/intc
IQNT,"Inteliquent, Inc.",23.15,$787.73M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iqnt
NTLA,"Intellia Therapeutics, Inc.",16.06,$578.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntla
IPCI,Intellipharmaceutics International Inc.,2.88,$85.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipci
IPAR,"Inter Parfums, Inc.",35.8,$1.11B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipar
IBKR,"Interactive Brokers Group, Inc.",39.6,$16.21B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibkr
ICPT,"Intercept Pharmaceuticals, Inc.",106.04,$2.63B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icpt
IDCC,"InterDigital, Inc.",84.85,$2.91B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idcc
TILE,"Interface, Inc.",18.1,$1.17B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tile
LINK,"Interlink Electronics, Inc.",8.104,$59.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/link
IMI,"Intermolecular, Inc.",1.01,$50.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/imi
INAP,Internap Corporation,0.98,$57.08M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inap
IBOC,International Bancshares Corporation,41.85,$2.76B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iboc
ISCA,International Speedway Corporation,39.85,$1.82B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/isca
IGLD,Internet Gold Golden Lines Ltd.,11.5274,$221.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igld
IIJI,"Internet Initiative Japan, Inc.",7.29,$681.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iiji
IDXG,"Interpace Diagnostics Group, Inc.",1.35,$24.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/idxg
XENT,"Intersect ENT, Inc.",11.2,$319.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/xent
INTX,"Intersections, Inc.",4.03,$95.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/intx
ISIL,Intersil Corporation,22.27,$3.05B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/isil
IVAC,"Intevac, Inc.",6.8,$142.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivac
INTL,INTL FCStone Inc.,43.9,$808.37M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/intl
ITCI,Intra-Cellular Therapies Inc.,15.5,$670.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itci
IIN,IntriCon Corporation,6.5,$44.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iin
INTU,Intuit Inc.,116.98,$30.03B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/intu
ISRG,"Intuitive Surgical, Inc.",625.21,$24.23B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/isrg
INVT,"Inventergy Global, Inc.",0.56,$6.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/invt
SNAK,"Inventure Foods, Inc.",10.01,$196.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/snak
ISTR,Investar Holding Corporation,18.7,$133.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/istr
ISBC,"Investors Bancorp, Inc.",14.27,$4.41B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/isbc
ITIC,Investors Title Company,155.41,$292.84M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itic
NVIV,InVivo Therapeutics Holdings Corp.,4.7,$150.56M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nviv
IVTY,"Invuity, Inc.",6.65,$112.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivty
IONS,"Ionis Pharmaceuticals, Inc.",45.57,$5.52B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ions
IPAS,iPass Inc.,1.65,$109.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipas
DTYS,iPath US Treasury 10-year Bear ETN,20.2215,$60.01M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dtys
DTYL,iPath US Treasury 10-year Bull ETN,81.8,$5.63M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dtyl
DTUS,iPath US Treasury 2-year Bear ETN,31.96,$7.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dtus
DTUL,iPath US Treasury 2-year Bull ETN,63.765,$3.76M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dtul
DFVS,iPath US Treasury 5-year Bear Exchange Traded Note,30.49,$2.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfvs
DFVL,iPath US Treasury 5-year Bull ETN,65.58,$4.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfvl
FLAT,iPath US Treasury Flattener ETN,58.43,$3.23M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/flat
DLBS,iPath US Treasury Long Bond Bear ETN,21.01,$23.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlbs
DLBL,iPath US Treasury Long Bond Bull ETN,79.33,$5.63M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlbl
STPP,iPath US Treasury Steepener ETN,35.45,$5.07M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stpp
IPGP,IPG Photonics Corporation,99.56,$5.29B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipgp
IRMD,iRadimed Corporation,11.7,$125.33M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irmd
IRTC,"iRhythm Technologies, Inc.",26.74,$564.83M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irtc
IRIX,IRIDEX Corporation,14.05,$142.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irix
IRDM,Iridium Communications Inc,9.95,$952.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irdm
IRDMB,Iridium Communications Inc,343.49,$171.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irdmb
IRBT,iRobot Corporation,58.55,$1.59B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irbt
IRWD,"Ironwood Pharmaceuticals, Inc.",15.24,$2.23B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/irwd
IRCP,IRSA Propiedades Comerciales S.A.,47.89,$15.09B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ircp
PMPT,iSectors Post-MPT Growth ETF,24.32,$97.28 ,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmpt
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,50.15,$200.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slqd
TLT,iShares 20+ Year Treasury Bond ETF,117.5,$5.26B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tlt
AIA,iShares Asia 50 ETF,48.61,$349.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aia
COMT,iShares Commodities Select Strategy ETF,34.39,$202.9M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt
IXUS,iShares Core MSCI Total International Stock ETF,51.5,$3.45B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ixus
FALN,iShares Fallen Angels USD Bond ETF,26.72,$10.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/faln
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,32.66,$50.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,27.85,$668.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifgl
IGF,iShares Global Infrastructure ETF,39.19,$1.2B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igf
GNMA,iShares GNMA Bond ETF,49.74,$171.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,50.769,$10.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyxe
JKI,iShares Morningstar Mid-Cap ETF,148.636,$319.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jki
ACWX,iShares MSCI ACWI ex US Index Fund,41.09,$2.12B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx
ACWI,iShares MSCI ACWI Index Fund,60.31,$5.85B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,57.49,$2.83B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
EWZS,iShares MSCI Brazil Small-Cap ETF,10.84,$39.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ewzs
MCHI,iShares MSCI China ETF,46.21,$2.29B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mchi
ESGD,iShares MSCI EAFE ESG Optimized ETF,56.074,$5.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgd
SCZ,iShares MSCI EAFE Small-Cap ETF,50.53,$6.26B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scz
ESGE,iShares MSCI EM ESG Optimized ETF,55.3882,$5.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esge
EEMA,iShares MSCI Emerging Markets Asia Index Fund,54.91,$178.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema
EUFN,iShares MSCI Europe Financials Sector Index Fund,19.38,$391.48M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn
IEUS,iShares MSCI Europe Small-Cap ETF,43.46,$49.98M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ieus
MPCT,iShares MSCI Global Impact ETF,47.2499,$16.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mpct
ENZL,iShares MSCI New Zealand Capped ETF,42.595,$125.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enzl
QAT,iShares MSCI Qatar Capped ETF,18.43,$40.55M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qat
UAE,iShares MSCI UAE Capped ETF,17.08,$40.14M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uae
ESGU,iShares MSCI USA ESG Optimized ETF,48.26,$7.24M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgu
IBB,iShares Nasdaq Biotechnology Index Fund,269.67,$7.65B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibb
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,121.03,$659.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/soxx
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,28.49,$42.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emif
ICLN,iShares S&P Global Clean Energy Index Fund,8.08,$72.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icln
WOOD,iShares S&P Global Timber & Forestry Index Fund,54.76,$206.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wood
INDY,iShares S&P India Nifty 50 Index Fund,28.05,$727.9M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/indy
ISHG,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,77.0876,$80.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ishg
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,90.07,$743.08M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igov
ISLE,"Isle of Capri Casinos, Inc.",24.57,$1.02B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/isle
ISRL,"Isramco, Inc.",121.65,$330.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/isrl
ITI,"Iteris, Inc.",3.47,$111.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iti
ITRI,"Itron, Inc.",64.25,$2.46B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itri
ITRN,Ituran Location and Control Ltd.,25.8,$605.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itrn
ITUS,ITUS Corporation,5.8,$50.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itus
IVENC,Ivy NextShares,100.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivenc
IVFGC,Ivy NextShares,100.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivfgc
IVFVC,Ivy NextShares,100.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivfvc
XXIA,Ixia,16.25,$1.33B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/xxia
IXYS,IXYS Corporation,11.9,$375.29M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ixys
IZEA,IZEA Inc.,4.6,$25.07M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/izea
JJSF,J & J Snack Foods Corp.,134.48,$2.51B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jjsf
MAYS,"J. W. Mays, Inc.",45.1,$90.91M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mays
JBHT,"J.B. Hunt Transport Services, Inc.",99.29,$11.14B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jbht
JCOM,"j2 Global, Inc.",80.9,$3.89B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jcom
JASO,"JA Solar Holdings, Co., Ltd.",5.22,$248.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jaso
JKHY,"Jack Henry & Associates, Inc.",89.48,$6.99B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jkhy
JACK,Jack In The Box Inc.,112.52,$3.64B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jack
JXSB,Jacksonville Bancorp Inc.,29.5399,$53.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jxsb
JAGX,"Jaguar Animal Health, Inc.",0.85,$10.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jagx
JAKK,"JAKKS Pacific, Inc.",7.35,$147.01M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jakk
JMBA,"Jamba, Inc.",10.72,$164.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jmba
JRVR,"James River Group Holdings, Ltd.",40.02,$1.17B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jrvr
SGQI,Janus SG Global Quality Income ETF,25.7293,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sgqi
JSML,Janus Small Cap Growth Alpha ETF,31.14,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsml
JSMD,Janus Small/Mid Cap Growth Alpha ETF,32,$11.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsmd
JASN,"Jason Industries, Inc.",1.88,$42.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jasn
JASNW,"Jason Industries, Inc.",0.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jasnw
JAZZ,Jazz Pharmaceuticals plc,102.3,$6.13B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jazz
JD,"JD.com, Inc.",26.84,$38.13B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jd
JSYN,Jensyn Acquistion Corp.,10.11,$52.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsyn
JSYNR,Jensyn Acquistion Corp.,0.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsynr
JSYNU,Jensyn Acquistion Corp.,10.31,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsynu
JSYNW,Jensyn Acquistion Corp.,0.1002,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsynw
JBLU,JetBlue Airways Corporation,21.9,$7.09B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jblu
JTPY,JetPay Corporation,2.55,$45.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jtpy
JCTCF,Jewett-Cameron Trading Company,11.7,$26.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jctcf
JIVE,"Jive Software, Inc.",4.15,$324.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jive
WYIG,JM Global Holding Company,9.87,$64.77M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wyig
WYIGU,JM Global Holding Company,10.031,$65.83M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wyigu
WYIGW,JM Global Holding Company,0.1797,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wyigw
JBSS,"John B. Sanfilippo & Son, Inc.",70.55,$791.01M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jbss
JOUT,Johnson Outdoors Inc.,44.86,$449.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jout
JNP,"Juniper Pharmaceuticals, Inc.",5.45,$59.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jnp
JUNO,"Juno Therapeutics, Inc.",18.48,$1.96B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/juno
KTWO,"K2M Group Holdings, Inc.",20.66,$871.8M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ktwo
KALU,Kaiser Aluminum Corporation,85.21,$1.53B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kalu
KALV,"KalVista Pharmaceuticals, Inc.",7.3,"$981,185.70 ",n/a,n/a,n/a,http://www.nasdaq.com/symbol/kalv
KMDA,Kamada Ltd.,5.85,$213.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmda
KNDI,"Kandi Technologies Group, Inc.",5.15,$245.65M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kndi
KPTI,Karyopharm Therapeutics Inc.,9.21,$379.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kpti
KBSF,KBS Fashion Group Limited,0.4417,$11.71M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbsf
KCAP,"KCAP Financial, Inc.",4.02,$149.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kcap
KRNY,Kearny Financial,16,$1.42B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/krny
KELYA,"Kelly Services, Inc.",22.49,$860.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kelya
KELYB,"Kelly Services, Inc.",21.25,$812.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kelyb
KMPH,"KemPharm, Inc.",3.8,$55.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmph
KFFB,Kentucky First Federal Bancorp,9.05,$76.38M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kffb
KERX,"Keryx Biopharmaceuticals, Inc.",6.01,$636.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kerx
KEQU,Kewaunee Scientific Corporation,25.8,$69.81M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kequ
KTEC,"Key Technology, Inc.",11.61,$74.34M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ktec
KTCC,Key Tronic Corporation,8.02,$86.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ktcc
